id,bucket,expected_class,file,old_line,kind,retired_by,retired_reason,retired_at_notes
UMB-1274,B-36,FrontendReject,crates/scoopc/src/llvm/codegen/ty.rs,529,struct type id,P7-A4,frontend spec-uncovered surface reject,resolve rejects async/await and generator/yield placeholder surfaces before LLVM codegen; legacy_gap=PIPELINE_GAPS §2.3
UMB-1275,B-36,FrontendReject,crates/scoopc/src/llvm/codegen/ty.rs,540,struct layout,P7-A4,frontend spec-uncovered surface reject,resolve rejects async/await and generator/yield placeholder surfaces before LLVM codegen; legacy_gap=PIPELINE_GAPS §2.3
UMB-1278,B-36,FrontendReject,crates/scoopc/src/llvm/codegen/ty.rs,737,enum type id,P7-A4,frontend spec-uncovered surface reject,resolve rejects async/await and generator/yield placeholder surfaces before LLVM codegen; legacy_gap=PIPELINE_GAPS §2.3
UMB-1279,B-36,FrontendReject,crates/scoopc/src/llvm/codegen/ty.rs,746,enum type id,P7-A4,frontend spec-uncovered surface reject,resolve rejects async/await and generator/yield placeholder surfaces before LLVM codegen; legacy_gap=PIPELINE_GAPS §2.3
UMB-0020,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,593,builder has no current function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0064,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,170,class ctor call current function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0093,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/closure/mod.rs,108,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0118,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,42,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0119,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,48,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0123,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,170,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0124,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,176,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0163,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,1620,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0164,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,1626,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0296,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2792,atomicRefCompareExchange insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0297,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2798,atomicRefCompareExchange parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0344,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,3758,GC.pin insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0345,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,3764,GC.pin parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0352,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,3877,GC.unpin insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0353,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,3883,GC.unpin parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0433,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,182,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0434,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,188,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0444,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,306,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0445,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,312,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0456,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,454,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0457,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,460,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0468,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,591,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0469,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,597,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0479,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,716,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0480,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/gc.rs,722,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0541,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/atomic.rs,649,atomicRefCompareExchange insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0542,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/atomic.rs,655,atomicRefCompareExchange parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0607,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/named.rs,1193,named intrinsic array_get parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0609,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/named.rs,1296,named intrinsic array_set parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0762,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/alloca.rs,97,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0763,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/alloca.rs,103,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0764,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/alloca.rs,109,function has no entry block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0765,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/alloca.rs,134,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0766,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/alloca.rs,140,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0767,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/alloca.rs,146,function has no entry block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0838,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,169,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0839,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,175,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0840,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,204,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0848,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,296,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0849,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,302,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0852,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,376,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0853,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,382,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0854,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,403,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0857,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,504,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0858,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,510,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0878,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,186,function has no entry block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0880,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,355,explicit root frame entry block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0888,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,851,explicit root frame entry block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0889,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,933,explicit root frame parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0925,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,114,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0926,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,120,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0943,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/numeric.rs,52,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0944,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/numeric.rs,58,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-0985,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,170,class ctor current function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-1025,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/callable_lookup.rs,156,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-1065,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/cast.rs,309,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-1066,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/cast.rs,315,builder has no parent function,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
UMB-1067,B-01,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/cast.rs,342,builder has no insert block,P7-B1,codegen helper invariant migration,LLVM insertion-context fallback migrated to expect_* helper panic; sentinel coverage retired by ledger
